num,cputime_dif,depth,high,image,tension,time,velocity,volume,weld_velocity,width,wire_l
0,0.10921285700169392,-2.612514882967101,2.251549005622379,4482.0,20.0,2.614,5.5,0.7042382955551147,8.0,4.850269256736306,15.0
1,0.11364255300577494,-2.5684606173793463,2.261362130721687,4497.0,20.0,2.6289999999999996,5.5,0.09325717389583588,8.0,5.0145908794378515,15.0
2,0.18773317999875871,-2.2844072063214638,2.3077666341684338,5361.0,20.0,3.4930000000000003,5.5,5.371661186218262,8.0,6.496406074222715,15.0
3,0.12491807599872118,-2.072830479216264,2.2917009020866166,5433.0,20.0,3.565,5.5,0.4476385712623596,8.0,7.53478227635661,15.0
4,0.11006333200202788,-2.4977617687361633,2.195334765266517,6325.0,20.0,4.457,5.5,5.545740604400635,8.0,7.738948722239479,15.0
5,0.11040012900048167,-2.8986681701475963,1.951026652983959,6337.0,20.0,4.468999999999999,5.5,0.07460692524909973,8.0,7.480981201603036,15.0
6,0.11035607099620393,-2.8800533626690092,1.876679963381448,6352.0,20.0,4.484,5.5,1.721035718917847,8.0,7.4808493541382655,13.56
7,0.11427766200358748,-2.842877996743585,1.8395092920105556,6353.0,20.0,4.485,5.5,0.0062167495489120475,8.0,7.480796616143816,13.56
8,0.11026414899970403,-2.8428646956717025,1.8395006854346307,6360.0,20.0,4.492,5.5,0.5861127972602844,8.0,7.480743879140787,13.08
9,0.11109679899527693,-2.787109210514004,1.8394920789392424,6361.0,20.0,4.493,5.5,0.5488082766532898,8.0,7.480691142881312,12.6
10,0.11139088499476202,-2.787109210514004,1.8394920789392424,6362.0,20.0,4.494,5.5,1.1241832971572876,8.0,7.480691142881312,13.6
11,0.11432585899456173,-2.787089650541253,1.8394791693572272,6371.0,20.0,4.503,5.5,1.1863538026809692,8.0,7.4806120399791585,12.6
12,0.1123949060056475,-2.787050531449877,1.8394533507569182,6394.0,20.0,4.526,5.5,0.399594396352768,8.0,7.469388196271447,13.08
13,0.11092678799468557,-2.7870309722092257,1.8394404416580887,6395.0,20.0,4.527,5.5,0.0062167495489120475,8.0,7.4361121685065354,13.08
14,0.11046987699955936,-2.7869918548260206,1.8394146241851732,6418.0,20.0,4.55,5.5,0.6855885982513428,8.0,7.435954914351614,12.6
15,0.11112457000126597,-2.78696577697724,1.839397412804978,6419.0,20.0,4.551,5.5,0.26507899165153503,8.0,7.435850080711671,12.84
16,0.10978337300184647,-2.755063405336603,1.8393629913329228,6458.0,20.0,4.59,5.5,0.5714173316955566,8.0,7.517836640381794,13.56
17,0.10939591799979098,-2.731124241531113,1.839328570827076,6461.0,20.0,4.593,5.5,0.8325386047363281,8.0,7.5682063282841465,12.84
18,0.1162929609999992,-2.731124241531113,1.839328570827076,6462.0,20.0,4.593999999999999,5.5,0.0062167495489120475,8.0,7.5682063282841465,12.84
19,0.1101100719970418,-2.7311114645807795,1.8393199659421575,6465.0,20.0,4.5969999999999995,5.5,0.018653213977813717,8.0,7.523894778391789,12.84
20,0.11051798100379527,-2.7310795228026783,1.839298454132416,6485.0,20.0,4.617,5.5,1.2321360111236572,8.0,7.5348264379428995,14.04
21,0.11133961000450654,-2.731060357974906,1.83928554720759,6486.0,20.0,4.618,5.5,0.7296731472015381,8.0,7.567939609236233,13.4
22,0.1116805999990902,-2.731034805429067,1.8392683383501882,6503.0,20.0,4.635,5.5,1.2813096046447754,8.0,7.582584934123354,12.36
23,0.11223650400643237,-2.7310220292756866,1.8392597340019932,6505.0,20.0,4.6370000000000005,5.5,0.8014548420906067,8.0,7.612035607806653,13.08
24,0.13338507399748778,-2.7867441360017216,1.7835162470411017,6507.0,20.0,4.638999999999999,5.5,0.5550249814987183,8.0,7.611981956583028,12.6
25,0.1136306459957268,-2.7867441360017216,1.7835162470411017,6508.0,20.0,4.64,5.5,0.0062167495489120475,8.0,7.611981956583028,12.6
26,0.11162799700105096,-2.8901972088554437,1.7516348909985449,6544.0,20.0,4.676,5.5,0.31877073645591736,8.0,7.643377200199244,13.08
