num,cputime_dif,depth,high,image,tension,time,velocity,volume,weld_velocity,width,wire_l
788,0.10986872099601896,-1.3548349212055846,1.7671759841811971,14756.0,24.5,11.960999999999999,6.5,3.383849620819092,13.4,5.805040856255037,14.4
789,0.10998218999884556,-1.4137306221058992,1.7671632776323738,14761.0,24.5,11.966,6.5,0.6415086388587952,13.4,5.80514452736664,15.0
790,0.10925892199884403,-1.4137306221058992,1.7671632776323738,14763.0,24.5,11.968,6.5,4.084141731262207,13.4,5.80514452736664,11.4
791,0.1133844619980664,-1.4137306221058992,1.7671632776323738,14764.0,24.5,11.969000000000001,6.5,3.1577768325805664,13.4,5.80514452736664,14.2
792,0.11039670999889496,-1.4137204570130215,1.7671505712662767,14766.0,24.5,11.970999999999998,6.5,0.07573778182268143,13.4,5.805248202181195,14.28
793,0.11449486199853708,-1.4137052096660603,1.767131512082576,14777.0,24.5,11.982,6.5,0.17126017808914185,13.4,5.8054037218094265,14.2
794,0.1227948420055327,-1.4137001272657983,1.7671251590822483,14778.0,24.5,11.982999999999999,6.5,0.8969767093658447,13.4,5.805455562919952,15.0
795,0.11031075900245924,-1.4136899626114467,1.7082087048221648,14785.0,24.5,11.99,6.5,0.051432978361845016,13.4,5.8055592488445535,15.0
796,0.10951651699724607,-1.4725778290856821,1.6787388310364482,14794.0,24.5,11.999,6.5,0.6087186336517334,13.4,5.805714785139042,14.52
797,0.11061586499999976,-1.4725725351471315,1.6492812393647867,14798.0,24.5,12.003,6.5,0.029395278543233868,13.4,5.805766631805184,14.52
798,0.1323552780013415,-1.4725725351471315,1.6492812393647867,14799.0,24.5,12.004000000000001,6.5,0.27864038944244385,13.4,5.805766631805184,14.28
799,0.1101697600024636,-1.4725513599004316,1.6296236461227593,14816.0,24.5,12.020999999999999,6.5,0.6889776587486267,13.4,5.805974030817228,15.0
800,0.11072358500678092,-1.472482544966565,1.5902811485638904,14872.0,24.5,12.077,6.5,0.4114638268947601,13.4,5.806648189990931,15.0
801,0.11140525500377407,-1.4724349065986075,1.590229699126496,14873.0,24.5,12.078,6.5,0.0073505714535713204,13.4,5.807114982274077,15.0
802,0.11020971800462576,-1.4724190280559162,1.5902125503003894,14885.0,24.5,12.09,6.5,0.0881718173623085,13.4,5.807270601940048,15.0
803,0.11052150199975586,-1.4429500058824405,1.5901896857468487,14893.0,24.5,12.097999999999999,6.5,0.05877654254436492,13.4,5.8074781071849095,15.0
804,0.11079450500255916,-1.4134968619472463,1.590183969690652,14894.0,24.5,12.099,6.5,0.0073505714535713204,13.4,5.80752998534976,15.0
805,0.11163809800200396,-1.4134968619472463,1.590183969690652,14895.0,24.5,12.1,6.5,0.0073505714535713204,13.4,5.80752998534976,15.0
806,0.11125142800301546,-1.413486700215672,1.5901725377426312,14898.0,24.5,12.103,6.5,0.022037699818611145,13.4,5.807633745386977,15.0
807,0.11135735299467342,-1.413486700215672,1.5901725377426312,14899.0,24.5,12.104,6.5,0.0073505714535713204,13.4,5.807633745386977,15.0
808,0.11267750600381987,-1.413486700215672,1.5901725377426312,14901.0,24.5,12.106,6.5,0.5572856664657593,13.4,5.807633745386977,14.52
809,0.11076826799398988,-1.413486700215672,1.5901725377426312,14902.0,24.5,12.107,6.5,0.5352409482002258,13.4,5.807633745386977,15.0
810,0.12199414099450225,-1.4134765386302042,1.5901611059589795,14904.0,24.5,12.109000000000002,6.5,0.01469413563609123,13.4,5.807737509131912,15.0
811,0.1105521459976444,-1.4134663771908385,1.5901496743396932,14911.0,24.5,12.116,6.5,2.5948331356048584,13.4,5.807841276584762,12.75
812,0.11465186800342053,-1.4134663771908385,1.5901496743396932,14912.0,24.5,12.117,6.5,2.5360565185546875,13.4,5.807841276584762,15.0
813,0.11045233999902848,-1.4134663771908385,1.5901496743396932,14913.0,24.5,12.118,6.5,0.0073505714535713204,13.4,5.807841276584762,15.0
814,0.10945229299977656,-1.4134663771908385,1.5901496743396932,14915.0,24.5,12.12,6.5,0.01469413563609123,13.4,5.807841276584762,15.0
815,0.1115546959990752,-1.4134562158975723,1.5901382428847688,14918.0,24.5,12.123,6.5,0.022044707089662552,13.4,5.8079450477457275,15.0
816,0.10957636399689363,-1.4134562158975723,1.5901382428847688,14920.0,24.5,12.125,6.5,0.01469413563609123,13.4,5.8079450477457275,15.0
